30,346,89500,M,148.10 (A),PC,RESIST PEACE OFFICER RESULTS IN DEATH/SERIOUS BODILY INJURY,1-365 DA JAIL
30,346,102100,M,148.2 (2),PC,DISOBEY FIREMAN/PO ORDERS,1-180 DA JAIL
30,346,102100,M,148.2 (3),PC,DISORDERLY CONDCT AT FIRE,1-180 DA JAIL
30,346,102100,M,148.2 (4),PC,PREVENT ASSIST EXTNG FIRE,1-180 DA JAIL
30,346,102100,M,148.2.1,PC,INTERFERE WITH/ETC FIREMAN/RESCUER,1-180 DA JAIL
30,399,91100,M,148.3 (A),PC,FALSE REPORT OF EMERGENCY,1-365 DA JAIL
6,390,38600,F,148.3 (B),PC,FALSE REPORT OF EMERGENCY RESULTING IN GBI/DEATH,"16 MO,2,3 YRS OR F"
30,399,90900,M,148.4 (A)(1),PC,TAMPER/ETC WITH FIRE ALARM/ETC,1-365 DA JAIL
30,399,90900,M,148.4 (A)(2),PC,SEND/ETC FALSE FIRE ALARM BY ANY METHOD,1-365 DA JAIL
6,390,39500,F,148.4 (B)(1),PC,FALSE FIRE ALARM RESULTING IN GBI,"16 MO,2,3 YRS OR F"
6,390,39500,F,148.4 (B)(2),PC,FALSE FIRE ALARM RESULTING IN DEATH,"16 MO,2,3 YRS OR F"
60,96,150600,M,148.5 (A),PC,FALSE REPORT OF CRIME TO SPECIFIC PEACE OFFICERS,1-180 DA JAIL
60,96,150600,M,148.5 (B),PC,FALSE REPORT OF CRIME TO SPECIFIC PEACE OFFICER,1-180 DA JAIL
60,96,150600,M,148.5 (C),PC,FALSE REPORT OF CRIME TO LAW ENFORCEMENT EMPLOYEE,1-180 DA JAIL
60,96,150600,M,148.5 (D),PC,FALSE REPORT OF CRIME TO GRAND JURY,1-180 DA JAIL
60,96,91150,M,148.5 (F),PC,FALSE REPORT OF FIREARM LOST ETC TO LAW ENFORCEMENT EMPLOYEE,1-365 DA JAIL
60,96,141905,M,148.6 (A)(1),PC,FILE FALSE ALLEGATION OF PEACE OFFICER MISCONDUCT,1-180 DA JAIL
60,96,141905,M,148.6 (B),PC,FALSE CLAIM/LEIN AGAINST PO:HARASS/DISUADE DUTIES,1-180 DA JAIL
60,96,146300,M,148.7,PC,IMPERSONATE TO SERVE ANOTHER'S SENTENCE,1-180 DA JAIL
60,96,141900,M,148.9 (A),PC,FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICERS,1-180 DA JAIL
60,96,141900,M,148.9 (B),PC,FALSE IDENTIFICATION TO SPECIFIC PEACE OFFICER,1-180 DA JAIL
6,343,40000,F,149,PC,ASSAULT BY PUBLIC OFFICER,"16 MO,2,3 YRS OR J"
30,396,90100,M,149,PC,ASSAULT BY PUBLIC OFFICER,1-365 DA JAIL
30,399,102300,M,151 (A)(1),PC,ADVOCATE KILL/INJURE PEACE OFFICER W/OUT INJURY,1-180 DA JAIL
6,345,23800,F,151 (A)(2),PC,ADVOCATE KILL/INJURE PEACE OFFICER WITH INJURY,"16 MO,2,3 YRS"
60,96,96600,M,152 (A),PC,CONCEAL/ATTEMPT TO CONCEAL  ACCIDENTAL DEATH,1-365 DA JAIL OR F
60,977,125000,M,152.3 (D),PC,FAIL TO REPORT CRIME AGAINST CHILD,1-180 DA JAIL
25,995,72600,F,153,PC,COMPOUND/CONCEAL CRIME:TAKE MONEY/ETC,"16 MO,2,3 YRS OR J"
60,96,150100,M,153,PC,COMPOUND/CONCEAL CRIME:TAKE MONEY/ETC,1-180 DA JAIL
32,558,100300,M,154 (A),PC,DEBTOR HIDE/ETC PROPERTY W/INT TO DEFRAUD/ETC [UNDR $100],1-365 DA JAIL
9,550,27000,F,154 (B),PC,DEBTOR HIDE/ETC PROPERTY W/INT TO DEFRAUD/ETC [OVER $100],"16 MO,2,3 YRS"
32,558,100200,M,155 (A),PC,DEFENDANT HIDE/ETC PROPERTY INT:DEFRAUD/ETC [UNDER $100],1-365 DA JAIL
9,550,27100,F,155 (B),PC,DEFENDANT HIDE/ETC PROPERTY:INT DEFRAUD/ETC [OVER $100],"16 MO,2,3 YRS"
32,558,100200,M,155.5 (A),PC,SELL/ETC PROP:AVOID RESTI,1-180 DA JAIL
9,550,27100,F,155.5 (B),PC,SELL/ETC PROPERTY TO AVOID RESTITUTION/FINE,"16 MO,2,3 YRS"
9,550,16900,F,156,PC,MISREPRESENT CHILD TO INHERIT,"2,3,4 YRS"
7,882,18300,F,157,PC,SUBSTITUTE ONE CHILD FOR ANOTHER,"2,3,4 YRS"
32,556,106000,M,158,PC,COMMON BARRATRY,1-180 DA JAIL
60,96,148860,M,160 (A),PC,BAIL SERVICES:SOLICITATION OF PERSON INCARCERATED,1-180 DA JAIL
25,940,19100,F,165,PC,BRIBE PUBLIC OFFICIAL,"2,3,4 YRS"
60,79,141000,M,166 (A)(1),PC,CONTEMPT OF COURT:DISORDERLY/ETC BEHAVIOR,1-180 DA JAIL
60,79,141000,M,166 (A)(10),PC,CONTEMPT OF COURT VIOLATE A GANG INJUNCTION,1-180 DA JAIL
60,79,141000,M,166 (A)(2),PC,CONTEMPT OF COURT IN PRESENCE OF JURY/ETC,1-180 DA JAIL
60,79,141000,M,166 (A)(3),PC,CONTEMPT OF COURT:BREACH OF PEACE,1-180 DA JAIL
60,79,141000,M,166 (A)(4),PC,CONTEMPT OF COURT:DISOBEY COURT ORDER/ETC,1-180 DA JAIL
60,79,141000,M,166 (A)(5),PC,CONTEMPT OF COURT:RESIST COURT ORDER/ETC,1-180 DA JAIL
60,79,141000,M,166 (A)(6),PC,CONTEMPT OF COURT JUROR DISOBEY CASE RESEARCH/WIRELESS COMM,1-180 DA JAIL
60,79,141000,M,166 (A)(7),PC,CONTEMPT OF COURT REFUSE TO BE SWORN/ETC,1-180 DA JAIL
60,79,141000,M,166 (A)(8),PC,CONTEMPT OF COURT PUBLISH FALSE/ETC COURT REPORT,1-180 DA JAIL
60,79,141000,M,166 (A)(9),PC,CONTEMPT OF COURT ATTEMPT TO INFLUENCE SENTENCE,1-180 DA JAIL
60,79,96410,M,166 (B)(1),PC,CONTEMPT OF COURT WITH PRIOR CONVICTION 646.9,1-365 DA JAIL
60,79,96410,M,166 (C)(1),PC,CONTEMPT OF COURT:VIOLATE PROTECTIVE ORDER/ETC,1-365 DA JAIL
25,995,48400,F,166 (C)(4),PC,VIOLATE PROTECTIVE ORDER:DOMESTIC VIOLENCE:W/PRIOR,"16 MO,2,3 YRS OR J"
60,79,96410,M,166 (C)(4),PC,VIOLATE PROTECTIVE ORDER:DOMESTIC VIOLENCE:W/PRIOR,1-365 DA JAIL
25,995,48400,F,166 (D)(1),PC,VIOL PROTECTIVE ORDER:PROHIBIT POSSESSION OF FIREARM,"16 MO,2,3 YRS OR J"
60,79,96410,M,166 (D)(1),PC,VIOL PROTECTIVE ORDER:PROHIBIT POSSESSION OF FIREARM,1-365 DA JAIL
60,96,142800,M,167,PC,RECORD JURY DELIBERATION,1-180 DA JAIL
25,995,72500,F,168 (A),PC,DISCLOSE WARRANT INFORMATION PRIOR TO EXECUTION,"16 MO,2,3 YRS OR J"
60,96,143000,M,169,PC,PICKET COURTHOUSE TO IMPEDE JUSTICE,1-180 DA JAIL
60,96,143200,M,170,PC,OBTAIN SEARCH/ARREST WARRANT W/O PROBABLE CAUSE,1-180 DA JAIL
60,96,143300,M,171,PC,COMMUNICATE WITH REFORMATORY INMATE,1-180 DA JAIL
19,844,64300,F,171 B(A)(1),PC,POSSESS/ETC FIREARM IN PUBLIC BUILDING/ETC,"16 MO,2,3 YRS OR J"
50,849,146000,M,171 B(A)(1),PC,POSS/ETC/ F/ARM:PUB BLDG,1-180 DA JAIL
19,844,64300,F,171 B(A)(2),PC,POSSESS/ETC DEADLY WEAPON IN PUBLIC BUILDING/ETC,"16 MO,2,3 YRS OR J"
50,849,100600,M,171 B(A)(2),PC,POSSESS OR BRING DEADLY WEAPON IN PUBLIC BUILDING,1-365 DA JAIL
19,844,64300,F,171 B(A)(3),PC,POSSESS/ETC KNIFE IN PUBLIC BUILDING/ETC,"16 MO,2,3 YRS OR J"
50,847,100700,M,171 B(A)(3),PC,POSS/ETC KNIFE:PUB BLDG,1-180 DA JAIL
19,844,64300,F,171 B(A)(4),PC,POSS/ETC UNAUTHORIZED TEAR GAS IN PUBLIC BUILDING,"16 MO,2,3 YRS OR J"
50,849,100600,M,171 B(A)(4),PC,POSS/ETC UNAUTHORIZED TEAR GAS IN PUBLIC BUILDING,1-365 DA JAIL
19,844,64300,F,171 B(A)(5),PC,POSSESS/ETC TASER/STUN GUN IN PUBLIC BUILDING,"16 MO,2,3 YRS OR J"
50,849,100600,M,171 B(A)(5),PC,POSSESS/ETC TASER/STUN GUN IN PUBLIC BUILDING,1-365 DA JAIL
19,844,64300,F,171 B(A)(6),PC,POSS/ETC BB/PELLET GUN IN PUBLIC BUILDING,"16 MO,2,3 YRS"
50,849,100600,M,171 B(A)(6),PC,POSS/ETC BB/PELLET GUN IN PUBLIC BUILDING,1-365 DA JAIL
19,844,64000,F,171 C,PC,LOADED FIREARM IN STATE CAPITOL/ETC,"16 MO,2,3 YRS OR J"
19,844,64000,F,171 C(A)(1),PC,LOADED FIREARM ST CAPITOL,"16 MO,2,3 YRS"
50,849,92500,M,171 C(A)(1),PC,LOADED FIREARM ST CAPITOL,1-365 DA JAIL
